description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,3,1689278962,OV_FIETS,Yes
Eindhoven Noordzijde,,86,1665662115,OV_FIETS,Yes
Brummen,bmn001,6,1689278962,OV_FIETS,Yes
Ermelo,eml001,0,1689278962,OV_FIETS,Unknown
Ravenstein,Rvs001,3,1689278962,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,54,1684854854,OV_FIETS,Yes
Bergen op Zoom,bgn001,19,1678694969,OV_FIETS,Yes
Lochem,lc001,8,1689278962,OV_FIETS,Yes
Schagen,sgn001,15,1689278962,OV_FIETS,Yes
Oldenzaal,odz001,2,1689278962,OV_FIETS,Yes
Cuijk,ck001,11,1689278962,OV_FIETS,Yes
Goes,gs003,17,1689278962,OV_FIETS,Yes
Vroomshoop,vhp001,4,1689278962,OV_FIETS,Yes
Best,bet001,19,1689278962,OV_FIETS,No
Winterswijk,ww001,5,1689278962,OV_FIETS,Yes
Amsterdam Bijlmer ArenA,asb003,16,1689278962,OV_FIETS,Yes
Utrecht Centraal Jaarbeursplein,ut016,407,1689278962,OV_FIETS,Yes
Zuidhorn,Zh001,7,1689278962,OV_FIETS,Yes
Soestdijk,sd001,1,1689278962,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,ut019,23,1683629913,OV_FIETS,Yes
Utrecht Janskerkhof,ut018,1,1689278962,OV_FIETS,Yes
Utrecht Vredenburg,ut006,29,1677604114,OV_FIETS,Yes
Harderwijk,hd001,44,1689278962,OV_FIETS,Yes
Zwijndrecht,zwd002,28,1675240492,OV_FIETS,Yes
Hengelo,hgl002,19,1689278962,OV_FIETS,Yes
Maarheeze,mz001,4,1689278962,OV_FIETS,Yes
Den Haag HS,gv001,40,1689278962,OV_FIETS,Yes
Heerhugowaard,hwd003,23,1689278962,OV_FIETS,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,14,1689278962,OV_FIETS,Yes
Deventer Boerhavelaan,dv003,19,1689278962,OV_FIETS,Yes
Uden,Ow002,7,1689278962,OV_FIETS,Yes
Deventer,dv001,116,1689278962,OV_FIETS,Yes
Steenwijk,swk001,10,1671526428,OV_FIETS,Yes
Helmond Brandevoort,hmbv001,4,1689278962,OV_FIETS,Yes
Den Helder Zuid,hdrz001,5,1689278962,OV_FIETS,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,260,1689278962,OV_FIETS,Yes
Sneek,sk001,4,1689278962,OV_FIETS,Yes
Geldrop,Gp001,2,1689278962,OV_FIETS,Yes
Oudenbosch,odb001,4,1689278962,OV_FIETS,Yes
Anna Paulowna,ana001,0,1689278962,OV_FIETS,Yes
Horst Sevenum,hrt001,5,1689278962,OV_FIETS,Yes
Amersfoort Schothorst,amfs001,23,1689278962,OV_FIETS,Yes
Roosendaal,rsd003,47,1678695411,OV_FIETS,Yes
Roosendaal,rsd002,47,1689278962,OV_FIETS,Yes
OV-ebike Arnhem Centrum,ah003,17,1689278962,OV_FIETS,Yes
Gilze Rijen,gz001,3,1689278962,OV_FIETS,Yes
