description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,5,1713905672,OV_FIETS,Yes
Brummen,bmn001,5,1713905672,OV_FIETS,Yes
Ermelo,eml001,3,1713905672,OV_FIETS,Unknown
Ravenstein,Rvs001,4,1713905672,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,100,1713905672,OV_FIETS,Yes
Nijmegen Goffert,nmgo001,1,1713905672,OV_FIETS,Yes
Lochem,lc001,6,1713905672,OV_FIETS,Yes
Bergen op Zoom,bgn002,13,1713905672,OV_FIETS,Yes
Oldenzaal,odz001,4,1713905672,OV_FIETS,Yes
Cuijk,ck001,17,1713905672,OV_FIETS,Yes
Veenendaal-De klomp,klp001,22,1713905672,OV_FIETS,Yes
Vroomshoop,vhp001,4,1713905672,OV_FIETS,Yes
Best,bet001,20,1713905672,OV_FIETS,No
Winterswijk,ww001,5,1713905672,OV_FIETS,Yes
Amsterdam Bijlmer ArenA,asb003,0,1695282760,OV_FIETS,Yes
Boxtel - Kluis,btl004,10,1713905672,OV_FIETS,Yes
Zuidhorn,Zh001,7,1713905672,OV_FIETS,Yes
Houten Castellum,htnc001,36,1713905672,OV_FIETS,Yes
Voorhout,vh001,0,1713905672,OV_FIETS,Yes
Tilburg Reeshof,tbr001,1,1713905672,OV_FIETS,Yes
Harderwijk,hd001,52,1713905672,OV_FIETS,Yes
Utrecht P+R Westraven,ut007,14,1713905672,OV_FIETS,Yes
Den Haag HS,gv001,57,1713905672,OV_FIETS,Yes
Heerhugowaard,hwd003,29,1713905672,OV_FIETS,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,19,1713905672,OV_FIETS,Yes
Deventer Boerhavelaan,dv003,17,1713905672,OV_FIETS,Yes
Uden,Ow002,7,1713905672,OV_FIETS,Yes
Deventer,dv001,149,1713905672,OV_FIETS,Yes
"Leiden Centraal, Centrumzijde",ledn002,68,1713905672,OV_FIETS,No
Helmond Brandevoort,hmbv001,1,1713905672,OV_FIETS,Yes
Den Helder Zuid,hdrz001,4,1713905672,OV_FIETS,Yes
Castricum,cas002,49,1713905672,OV_FIETS,Yes
Sneek,sk001,6,1713905672,OV_FIETS,Yes
Geldrop,Gp001,7,1713905672,OV_FIETS,Yes
Oudenbosch,odb001,4,1713905672,OV_FIETS,Yes
Anna Paulowna,ana001,5,1713905672,OV_FIETS,Yes
Goes,gs003,28,1713905672,OV_FIETS,Yes
Amersfoort Schothorst,amfs001,29,1713905672,OV_FIETS,Yes
Roosendaal,rsd002,61,1713905672,OV_FIETS,Yes
OV-ebike Arnhem Centrum,ah003,25,1713905672,OV_FIETS,Yes
Gilze Rijen,gz001,7,1713905672,OV_FIETS,Yes
Halfweg Zwanenburg,hwzb001,3,1713905672,OV_FIETS,Yes
Hoorn Kersenboogerd,hnk001,7,1713905672,OV_FIETS,Yes
Hoorn,hn001,54,1713905672,OV_FIETS,Yes
Rotterdam Kralingse Zoom,Rta003,22,1713905672,OV_FIETS,Yes
Boskoop,bsk001,3,1713905672,OV_FIETS,Yes
Rijssen,rsn001,7,1713905672,OV_FIETS,Yes
Venlo,vl001,57,1713905672,OV_FIETS,Yes
Ommen,omn001,3,1713905672,OV_FIETS,Yes
Culemborg,cl003,25,1713905672,OV_FIETS,Yes
Groningen Noord,Gnn001,5,1713905672,OV_FIETS,Yes
Eindhoven Strijp-S,ehs001,0,1713905672,OV_FIETS,Yes
Haarlem Spaarnwoude,hlms001,1,1713905672,OV_FIETS,Yes
Voorburg,vb002,30,1713905672,OV_FIETS,Yes
Soest Zuid,stz001,2,1713905672,OV_FIETS,Yes
Haren,HRN002,3,1713905672,OV_FIETS,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,25,1713905672,OV_FIETS,Yes
Maarheeze,mz001,2,1713905672,OV_FIETS,Yes
Maastricht Randwyck,mtr001,6,1713905672,OV_FIETS,Yes
Amsterdam Muiderpoort,asdm001,50,1713905672,OV_FIETS,Yes
Dieren,dr001,8,1713905672,OV_FIETS,Yes
Wolfheze,wf001,4,1713905672,OV_FIETS,Yes
Meerssen,mes001,1,1713905672,OV_FIETS,Yes
Dordrecht,ddr001,50,1713905672,OV_FIETS,Yes
Maassluis,mss001,7,1713905672,OV_FIETS,Yes
Weesp,wp001,50,1713905672,OV_FIETS,Yes
Vierlingsbeek,vlb001,6,1713905672,OV_FIETS,Yes
Amsterdam Sloterdijk,ass001,170,1713905672,OV_FIETS,Yes
Gorinchem,gr001,9,1713905672,OV_FIETS,Yes
Rotterdam Alexander,rta001,4,1713905672,OV_FIETS,Yes
Valkenburg,vk001,8,1713905672,OV_FIETS,Yes
Almelo,aml002,27,1713905672,OV_FIETS,Yes
Bloemendaal,bll001,0,1713905672,OV_FIETS,Yes
Etten-Leur,etn001,5,1713905672,OV_FIETS,Yes
Heiloo,hlo001,16,1713905672,OV_FIETS,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,174,1713905672,OV_FIETS,Yes
Purmerend Overwhere,pmo001,0,1713905672,OV_FIETS,Yes
Lelystad Centrum,lls003,19,1713905672,OV_FIETS,Yes
Utrecht Centraal Jaarbeursplein,ut016,432,1713905672,OV_FIETS,Yes
Zwolle Hanzeland,zl003,31,1713905672,OV_FIETS,Yes
Holten,hon001,6,1713905672,OV_FIETS,Yes
Wijhe,wh001,6,1713905672,OV_FIETS,Yes
Breda Prinsenbeek,bdpb001,6,1713905672,OV_FIETS,Yes
Zwolle,zl004,305,1713905672,OV_FIETS,Yes
Nijmegen,nm001,223,1713905672,OV_FIETS,Yes
Bovenkarspel-Grootebroek,bkg001,2,1713905672,OV_FIETS,Yes
OV-ebike Driebergen-Zeist,db003,25,1713905672,OV_FIETS,Yes
Zeist,db002,20,1713905672,OV_FIETS,Yes
Driebergen-Zeist,db001,128,1713905672,OV_FIETS,Yes
Echt,ec001,8,1713905672,OV_FIETS,Yes
Raalte,rat001,6,1713905672,OV_FIETS,Yes
Dalfsen,dl001,2,1713905672,OV_FIETS,Yes
Rotterdam Slinge,rtd904,6,1713905672,OV_FIETS,Yes
Boxmeer,Bmr001,16,1713905672,OV_FIETS,Yes
Pijnacker,rtd906,3,1713905672,OV_FIETS,Yes
Veenendaal Centrum,vndc002,1,1713905672,OV_FIETS,Yes
Nunspeet,Ns001,8,1713905672,OV_FIETS,Unknown
Maastricht Noord,mtn001,6,1713905672,OV_FIETS,Yes
Doetinchem de Huet,dtch001,8,1713905672,OV_FIETS,Yes
Utrecht Janskerkhof,ut018,8,1713905672,OV_FIETS,Yes
Delden,ddn001,2,1713905672,OV_FIETS,Yes
Muiden P&R,wp901,6,1713905672,OV_FIETS,Yes
Lage Zwaluwe,Zlw001,6,1713905672,OV_FIETS,Yes
Hengelo Gezondheidspark,hglg001,6,1713905672,OV_FIETS,Yes
Bodegraven,bdg001,6,1713905672,OV_FIETS,Yes
Utrecht Overvecht,uto001,29,1713905672,OV_FIETS,Yes
Soestdijk,sd001,3,1713905672,OV_FIETS,Yes
Delft Zuid,dtz001,,1713905672,OV_FIETS,Yes
Vught,Vg001,11,1713905672,OV_FIETS,Yes
Amsterdam Zuid Zuidplein,asdz001,193,1713905672,OV_FIETS,Yes
Heemskerk,hk001,3,1713905672,OV_FIETS,Yes
Amsterdam Zuid Mahlerplein,asdz003,148,1713905672,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR002,0,1700488276,OV_FIETS,Yes
Utrecht Zuilen,utzl001,10,1713905672,OV_FIETS,Yes
Alphen aan den Rijn,apn001,34,1713905672,OV_FIETS,Yes
