description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,3,1713198109,OV_FIETS,Yes
Brummen,bmn001,6,1713198109,OV_FIETS,Yes
Ermelo,eml001,3,1713198109,OV_FIETS,Unknown
Ravenstein,Rvs001,6,1713198109,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,84,1713198109,OV_FIETS,Yes
Nijmegen Goffert,nmgo001,1,1713198109,OV_FIETS,Yes
Lochem,lc001,4,1713198109,OV_FIETS,Yes
Bergen op Zoom,bgn002,19,1713198109,OV_FIETS,Yes
Oldenzaal,odz001,4,1713198109,OV_FIETS,Yes
Cuijk,ck001,14,1713198109,OV_FIETS,Yes
Veenendaal-De klomp,klp001,20,1713198109,OV_FIETS,Yes
Vroomshoop,vhp001,4,1713198109,OV_FIETS,Yes
Best,bet001,26,1713198109,OV_FIETS,Yes
Winterswijk,ww001,4,1713198109,OV_FIETS,Yes
Amsterdam Bijlmer ArenA,asb003,0,1695282760,OV_FIETS,Yes
Boxtel - Kluis,btl004,3,1713198109,OV_FIETS,Yes
Zuidhorn,Zh001,9,1713198109,OV_FIETS,Yes
Houten Castellum,htnc001,41,1713198109,OV_FIETS,Yes
Voorhout,vh001,2,1713198109,OV_FIETS,Yes
Tilburg Reeshof,tbr001,1,1713198109,OV_FIETS,Yes
Harderwijk,hd001,63,1713198109,OV_FIETS,Yes
Utrecht P+R Westraven,ut007,15,1713198109,OV_FIETS,Yes
Den Haag HS,gv001,52,1713198109,OV_FIETS,Yes
Heerhugowaard,hwd003,29,1713198109,OV_FIETS,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,10,1713198109,OV_FIETS,Yes
Deventer Boerhavelaan,dv003,20,1713198109,OV_FIETS,Yes
Uden,Ow002,7,1713198109,OV_FIETS,Yes
Deventer,dv001,130,1713198109,OV_FIETS,Yes
"Leiden Centraal, Centrumzijde",ledn002,30,1713198109,OV_FIETS,Yes
Helmond Brandevoort,hmbv001,2,1713198109,OV_FIETS,Yes
Den Helder Zuid,hdrz001,4,1713198109,OV_FIETS,Yes
Castricum,cas002,55,1713198109,OV_FIETS,Yes
Sneek,sk001,5,1713198109,OV_FIETS,Yes
Geldrop,Gp001,2,1713198109,OV_FIETS,Yes
Oudenbosch,odb001,5,1713198109,OV_FIETS,Yes
Anna Paulowna,ana001,8,1713198109,OV_FIETS,Yes
Goes,gs003,14,1713198109,OV_FIETS,Yes
Amersfoort Schothorst,amfs001,26,1713198109,OV_FIETS,Yes
Roosendaal,rsd002,57,1713198109,OV_FIETS,Yes
OV-ebike Arnhem Centrum,ah003,19,1713198109,OV_FIETS,Yes
Gilze Rijen,gz001,4,1713198109,OV_FIETS,Yes
Halfweg Zwanenburg,hwzb001,3,1713198109,OV_FIETS,Yes
Hoorn Kersenboogerd,hnk001,2,1713198109,OV_FIETS,Yes
Hoorn,hn001,55,1713198109,OV_FIETS,Yes
Rotterdam Kralingse Zoom,Rta003,8,1713198109,OV_FIETS,Yes
Boskoop,bsk001,3,1713198109,OV_FIETS,Yes
Rijssen,rsn001,7,1713198109,OV_FIETS,Yes
Venlo,vl001,54,1713198109,OV_FIETS,Yes
Ommen,omn001,6,1713198109,OV_FIETS,Yes
Culemborg,cl003,29,1713198109,OV_FIETS,Yes
Groningen Noord,Gnn001,2,1713198109,OV_FIETS,Yes
Eindhoven Strijp-S,ehs001,0,1713198109,OV_FIETS,Yes
Haarlem Spaarnwoude,hlms001,2,1713198109,OV_FIETS,Yes
Voorburg,vb002,28,1713198109,OV_FIETS,Yes
Soest Zuid,stz001,5,1713198109,OV_FIETS,Yes
Haren,HRN002,3,1713198109,OV_FIETS,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,30,1713198109,OV_FIETS,Yes
Maarheeze,mz001,1,1713198109,OV_FIETS,Yes
Maastricht Randwyck,mtr001,7,1713198109,OV_FIETS,Yes
Amsterdam Muiderpoort,asdm001,46,1713198109,OV_FIETS,Yes
Dieren,dr001,5,1713198109,OV_FIETS,Yes
Wolfheze,wf001,3,1713198109,OV_FIETS,Yes
Meerssen,mes001,4,1713198109,OV_FIETS,Yes
Dordrecht,ddr001,51,1713198109,OV_FIETS,Yes
Maassluis,mss001,9,1713198109,OV_FIETS,Yes
Weesp,wp001,41,1713198109,OV_FIETS,Yes
Vierlingsbeek,vlb001,6,1713198109,OV_FIETS,Yes
Amsterdam Sloterdijk,ass001,158,1713198109,OV_FIETS,Yes
Gorinchem,gr001,8,1713198109,OV_FIETS,Yes
Rotterdam Alexander,rta001,2,1713198109,OV_FIETS,Yes
Valkenburg,vk001,7,1713198109,OV_FIETS,Yes
Almelo,aml002,11,1713198109,OV_FIETS,Yes
