description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,2,1701401838,OV_FIETS,Yes
Brummen,bmn001,6,1701401838,OV_FIETS,Yes
Ermelo,eml001,3,1701401838,OV_FIETS,Unknown
Ravenstein,Rvs001,8,1701401838,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,84,1701401838,OV_FIETS,No
Nijmegen Goffert,nmgo001,3,1701401838,OV_FIETS,Yes
Lochem,lc001,5,1701401838,OV_FIETS,Yes
Bergen op Zoom,bgn002,20,1701401838,OV_FIETS,No
Oldenzaal,odz001,1,1701401838,OV_FIETS,Yes
Cuijk,ck001,14,1701401838,OV_FIETS,Yes
Veenendaal-De klomp,klp001,17,1701401838,OV_FIETS,Yes
Vroomshoop,vhp001,4,1701401838,OV_FIETS,Yes
Best,bet001,18,1701401838,OV_FIETS,No
Winterswijk,ww001,6,1701401838,OV_FIETS,Yes
Amsterdam Bijlmer ArenA,asb003,0,1695282760,OV_FIETS,Yes
Boxtel - Kluis,btl004,8,1701401838,OV_FIETS,Yes
Zuidhorn,Zh001,7,1701401838,OV_FIETS,Yes
Houten Castellum,htnc001,37,1701401838,OV_FIETS,No
Voorhout,vh001,4,1701401838,OV_FIETS,Yes
Tilburg Reeshof,tbr001,3,1701401838,OV_FIETS,Yes
Harderwijk,hd001,51,1701401838,OV_FIETS,No
Utrecht P+R Westraven,ut007,13,1701401838,OV_FIETS,Yes
Den Haag HS,gv001,44,1701401838,OV_FIETS,No
Heerhugowaard,hwd003,22,1701401838,OV_FIETS,No
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,6,1701401838,OV_FIETS,No
Deventer Boerhavelaan,dv003,19,1701401838,OV_FIETS,Yes
Uden,Ow002,6,1701401838,OV_FIETS,Yes
Deventer,dv001,144,1701401838,OV_FIETS,No
"Leiden Centraal, Centrumzijde",ledn002,46,1701401838,OV_FIETS,No
Helmond Brandevoort,hmbv001,3,1701401838,OV_FIETS,Yes
Den Helder Zuid,hdrz001,7,1701401838,OV_FIETS,Yes
Castricum,cas002,57,1701401838,OV_FIETS,No
Sneek,sk001,6,1701401838,OV_FIETS,Yes
Geldrop,Gp001,6,1701401838,OV_FIETS,Yes
Oudenbosch,odb001,2,1701401838,OV_FIETS,Yes
Anna Paulowna,ana001,0,1701401838,OV_FIETS,Yes
Goes,gs003,27,1701401838,OV_FIETS,No
Amersfoort Schothorst,amfs001,35,1701401838,OV_FIETS,No
Roosendaal,rsd002,49,1701401838,OV_FIETS,No
OV-ebike Arnhem Centrum,ah003,24,1701401838,OV_FIETS,No
Gilze Rijen,gz001,6,1701401838,OV_FIETS,Yes
Halfweg Zwanenburg,hwzb001,3,1701401838,OV_FIETS,Yes
Hoorn Kersenboogerd,hnk001,,1701401838,OV_FIETS,Yes
Hoorn,hn001,53,1701401838,OV_FIETS,No
Rotterdam Kralingse Zoom,Rta003,20,1701401838,OV_FIETS,Yes
Boskoop,bsk001,1,1701401838,OV_FIETS,Yes
Rijssen,rsn001,5,1701401838,OV_FIETS,Yes
Venlo,vl001,44,1701401838,OV_FIETS,No
Ommen,omn001,6,1701401838,OV_FIETS,Yes
Culemborg,cl003,24,1701401838,OV_FIETS,No
Groningen Noord,Gnn001,2,1701401838,OV_FIETS,Yes
Eindhoven Strijp-S,ehs001,0,1701401838,OV_FIETS,Yes
Haarlem Spaarnwoude,hlms001,3,1701401838,OV_FIETS,Yes
Voorburg,vb002,23,1701401838,OV_FIETS,No
Soest Zuid,stz001,6,1701401838,OV_FIETS,Yes
Haren,HRN002,4,1701401838,OV_FIETS,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,22,1701401838,OV_FIETS,Yes
Maarheeze,mz001,4,1701401838,OV_FIETS,Yes
Maastricht Randwyck,mtr001,3,1701401838,OV_FIETS,Yes
Amsterdam Muiderpoort,asdm001,39,1701401838,OV_FIETS,No
Dieren,dr001,5,1701401838,OV_FIETS,Yes
